dataID	context	indices_target_token	indices_target_sentence	lemma
675_(Isaiah 41:10)	"but i'm scared"So do not fear, for I am with you; Be not dismayed, for I am your God.	19:49	0:86	do not fear, for I am with you
676_(Isaiah 41:10)	humm . Psalm 102:3 For my days vanish like smoke; my bones burn like glowing embers. Isaiah 41:10 So do not fear, for I am with you; do not be dismayed, for I AM your GOD. I will uphold you with MY righteous right hand. SUCCESS to be in HIS HAND Exodus 3:15	101:131	0:257	do not fear, for I am with you
677_(Isaiah 41:10)	God won't forsake you. "So do not fear, for I am with you; be not dismayed, for I am your God. I will strengthen you, I will help you, I will uphold you with my righteous right hand." Good morning and have a wonderful week in Christ Jesus.	27:57	0:239	do not fear, for I am with you
678_(Isaiah 41:10)	Sometimes, I just feel like giving up... But the Lord gives me strength to keep going. So do not fear, for I am with you; Be not dismayed, for I am your God. I will strengthen you, Yes, I will help you, I will uphold you with My righteous right hand.	90:120	0:250	do not fear, for I am with you
679_(Isaiah 41:10)	I Have pancreatic Cancer and here's what gets me thru the lonliness and Fear. So do not fear, for I am with you; be not dismayed, for I am your God; I will strengthen you, I will help you, I will uphold you with my righteous right hand. US ✝ 	81:111	0:242	do not fear, for I am with you
680_(Isaiah 41:10)	You're not alone. Isaiah 41:10 says "Do not fear, for I am with you; do not be anxious: I am your God. I will strengthen you, I will help you, I will uphold you with my victorious right hand." God is real!! I'm a living testimony.	37:67	0:230	do not fear, for I am with you
681_(Isaiah 41:10)	Come and try to get me. The Lord is always with his people. The Lord says, so do not fear, for I am with you. I'd like to have 5 min alone in a room with this demon and I'd show him how great God's power is. VENGEANCE is mine, sayeth the Lord.	78:108	0:243	do not fear, for I am with you
682_(Isaiah 41:10)	So do not fear, for I am with you; be not dismayed; I am your God. Now, as in the 1st century, wherever Christ is present he is at work, freeing, healing, setting right what has been set wrong, for Christ is God's saving love abiding in our midst.	3:33	0:247	do not fear, for I am with you
683_(Isaiah 41:10)	Prayer for prince harry as he goes to court : "So do not fear, for I am with you; be not dismayed, for I am your God. I will strengthen you,Yes, I will help you, I will uphold you with My righteous right hand."	47:80	0:210	So do not fear, for I am with you
684_(Isaiah 41:10)	The "boogeyman" is a tool of the powerful, used to strike fear in the hearts of the weak. "So do not fear, for I am with you; be not dismayed, for I am your God. I will strengthen you, I will help you, I will uphold you with my righteous right hand."	94:124	0:250	do not fear, for I am with you
685_(Isaiah 41:10)	from a Catholic I completely agree God bless you man Isaiah 41:10 Christian Bible. So do not fear, for I am with you; do not be dismayed, for I am your God.	86:116	0:156	do not fear, for I am with you
686_(Isaiah 41:10)	HATE ALWAYS WINS ❤ ❤ ❤ ❤ (practically what you're saying Isaiah 41:10) So do not fear, for I am with you; be not dismayed, for I am your God; I will strengthen you, I will help you, I will uphold you with my righteous right hand.	74:104	0:229	do not fear, for I am with you
687_(Isaiah 41:10)	God says "So do not fear, for I am with you always". Please know God sees you and knows what you're going thru. Please don't be afraid. God will take care of you here and in heaven. Think about all the good memories you've had in your life. I know you have many Twitter fans who care ❤	13:43	0:285	do not fear, for I am with you
688_(Isaiah 41:10)	do not fear, for I am with you; do not be dismayed, for I am your God. I will strengthen you and help you; I will uphold you with my righteous right hand. Please decree it to yourself	0:30	0:183	do not fear, for I am with you
689_(Isaiah 41:10)	Having had Cancer myself I open my Bible randomly to "do not fear, for I am with you. Be not dismayed, for I am your God; I will strengthen you. I WILL HELP YOU with my Righteous Right Hand." In Jesus Name . The Garcia Family sends our prayer and comfort	54:84	0:254	do not fear, for I am with you
690_(Isaiah 41:10)	Prayed Jehovah Rapha healing over your precious daughter. "Do not fear, for I am with you; be not dismayed, for I am your God; I will strengthen you, I will help you, I will uphold you with my righteous right hand."	59:89	0:215	do not fear, for I am with you
691_(Isaiah 41:10)	Remember, even in the midst of uncertainty, there is One who holds us close. says, "Do not fear, for I am with you; be not dismayed, for I am your God; I will strengthen you, I will help you, I will uphold you with my righteous right hand." Lean on His strength and know that you are never alone. 🙏 ❤ Thanks for thi	84:114	0:315	do not fear, for I am with you
692_(Isaiah 41:10)	There is no shame in weakness, but remember the Bible says. "Do not fear, for I am with you; be not dismayed, for I am your God; I will strengthen you, I will help you, I will uphold you with my righteous right hand."	61:91	0:217	do not fear, for I am with you
513_(Isaiah 43:4)	You are precious in My eyes, and honoured, and I love you. 💖 😍 💖	0:57	0:64	Because you are precious in my eyes and honored, And I love you, I give people in return for you and nations in exchange for your life
514_(Isaiah 43:4)	There are manynstances where God shows His love throughout Scripture. But in Isaiah 43:4, He directly says it:"Because you are precious in my eyes and honored, And I love you, I give people in return for you and nations in exchange for your life."	119:174	0:247	you are precious in my eyes and honored, and I love you
515_(Isaiah 43:4)	"Because you are precious in my eyes and honored, and I love you, I will give men in return for you and peoples in exchange for your life." Abba be making me blush this morning, awwwn thanks Daddy.	9:64	0:197	you are precious in my eyes and honored, and I love you
516_(Isaiah 43:4)	"You are precious in my eyes and honored, and I love you."You are not alone. You are worthy. You are important. You matter so much in this world, and I'm glad you're in it. You are loved by the Most High God. Keep fighting our brave mighty warrior.	1:56	0:248	you are precious in my eyes and honored, and I love you
517_(Isaiah 43:4)	Since you were precious in My sight, You have been honored, And I have loved you; Therefore I will give men for you, And people for your life. HAPPY BIRTHDAY PHYNA ODOGWU PHYNA DAY THE STREET MADE A QUEEN	6:80	0:204	you are precious in my eyes and honored, and I love you
518_(Isaiah 43:4)	God's Word For You Today"You are precious in my eyes and honored, and I love you."	25:80	0:82	you are precious in my eyes and honored, and I love you
519_(Isaiah 43:4)	I will give up whole nations to save your life, because you are precious in my eyes and honored, and I love you	56:111	0:111	you are precious in my eyes and honored, and I love you
